"pair_id","guide_1","guide_2","cut_1","cut_2","deletion_bp","mean_score"
"pair_1360","spacer_137","spacer_167",7673717,7674236,519,0.596566752663168
"pair_711","spacer_113","spacer_144",7673251,7673769,518,0.596505037197953
"pair_3407","spacer_203","spacer_215",7675143,7675184,41,0.59650013801077
"pair_3393","spacer_202","spacer_231",7675142,7676037,895,0.596353447585408
"pair_3003","spacer_189","spacer_202",7675057,7675142,85,0.596163712689667
"pair_2564","spacer_173","spacer_215",7674859,7675184,325,0.596161451925313
"pair_887","spacer_119","spacer_151",7673559,7673811,252,0.595837730818578
"pair_1814","spacer_157","spacer_207",7674200,7675153,953,0.595784288487037
"pair_4550","spacer_292","spacer_301",7676527,7676591,64,0.595768551831152
"pair_2352","spacer_168","spacer_215",7674262,7675184,922,0.595625187523049
"pair_1348","spacer_137","spacer_155",7673717,7674185,468,0.59532957167071
"pair_4510","spacer_283","spacer_292",7676254,7676527,273,0.595292911932639
"pair_3815","spacer_225","spacer_299",7675998,7676580,582,0.595270156650356
"pair_1603","spacer_151","spacer_161",7673811,7674221,410,0.594967408294213
"pair_372","spacer_75","spacer_110",7669736,7670713,977,0.594946401055324
"pair_2575","spacer_174","spacer_185",7674862,7674958,96,0.594845921409717
"pair_4020","spacer_231","spacer_288",7676037,7676266,229,0.594633800111749
"pair_3372","spacer_201","spacer_236",7675136,7676059,923,0.59460352632367
"pair_990","spacer_122","spacer_137",7673571,7673717,146,0.594572785914052
"pair_3563","spacer_210","spacer_215",7675156,7675184,28,0.594537138162625
"pair_1251","spacer_134","spacer_151",7673714,7673811,97,0.593863294493408
"pair_4164","spacer_243","spacer_274",7676090,7676192,102,0.593846567594845
"pair_1625","spacer_152","spacer_166",7673824,7674238,414,0.593586721382609
"pair_4022","spacer_231","spacer_296",7676037,7676555,518,0.593517347889204
"pair_3812","spacer_225","spacer_292",7675998,7676527,529,0.593404115258247
"pair_1109","spacer_125","spacer_145",7673577,7673772,195,0.59318278392427
"pair_3656","spacer_215","spacer_226",7675184,7676008,824,0.59316468134086
"pair_3711","spacer_217","spacer_243",7675194,7676090,896,0.593162448870518
"pair_3832","spacer_226","spacer_268",7676008,7676169,161,0.593111923933796
"pair_3243","spacer_196","spacer_236",7675103,7676059,956,0.593031959456067
"pair_2642","spacer_175","spacer_215",7674870,7675184,314,0.592851484557544
"pair_708","spacer_113","spacer_140",7673251,7673745,494,0.592491449684567
"pair_1790","spacer_157","spacer_182",7674200,7674944,744,0.592398962621237
"pair_667","spacer_112","spacer_137",7673232,7673717,485,0.592202870488403
"pair_888","spacer_119","spacer_152",7673559,7673824,265,0.592078753744152
"pair_3537","spacer_209","spacer_215",7675155,7675184,29,0.5919709987264
"pair_1134","spacer_125","spacer_170",7673577,7674269,692,0.591959028599107
"pair_27","spacer_14","spacer_20",7666193,7666224,31,0.591885006466958
"pair_4203","spacer_254","spacer_297",7676124,7676556,432,0.591702278334542
"pair_2894","spacer_185","spacer_207",7674958,7675153,195,0.591620590936023
"pair_4120","spacer_241","spacer_299",7676088,7676580,492,0.591590170371001
"pair_1341","spacer_137","spacer_148",7673717,7673789,72,0.591473996387955
"pair_3214","spacer_195","spacer_243",7675095,7676090,995,0.591279241143363
"pair_1620","spacer_152","spacer_161",7673824,7674221,397,0.591208431219787
"pair_3357","spacer_201","spacer_213",7675136,7675179,43,0.590976383812261
"pair_4018","spacer_231","spacer_286",7676037,7676264,227,0.590776323110829
"pair_1028","spacer_123","spacer_137",7673575,7673717,142,0.590354882473001
"pair_1252","spacer_134","spacer_152",7673714,7673824,110,0.590104317418982
"pair_132","spacer_42","spacer_56",7667311,7667403,92,0.590100566114809
"pair_3929","spacer_229","spacer_243",7676039,7676090,51,0.589935309913546
"pair_562","spacer_87","spacer_110",7669784,7670713,929,0.589735912363674
"pair_4117","spacer_241","spacer_292",7676088,7676527,439,0.589724128978893
"pair_294","spacer_73","spacer_79",7669709,7669761,52,0.589720405249381
"pair_3138","spacer_193","spacer_215",7675078,7675184,106,0.589511878238281
"pair_2570","spacer_174","spacer_180",7674862,7674926,64,0.589502602628775
"pair_3228","spacer_196","spacer_213",7675103,7675179,76,0.589404816944657
"pair_104","spacer_39","spacer_55",7667300,7667402,102,0.589110555592688
"pair_3658","spacer_215","spacer_228",7675184,7676024,840,0.588572598816666
"pair_3902","spacer_228","spacer_268",7676024,7676169,145,0.588519841409602
"pair_1463","spacer_144","spacer_164",7673769,7674234,465,0.588484459536063
"pair_2222","spacer_166","spacer_174",7674238,7674862,624,0.588387717002656
"pair_291","spacer_73","spacer_74",7669709,7669735,26,0.588339175856684
"pair_3087","spacer_191","spacer_231",7675076,7676037,961,0.587834841283213
"pair_2295","spacer_167","spacer_201",7674236,7675136,900,0.587612266030115
"pair_3298","spacer_198","spacer_231",7675125,7676037,912,0.587555200778661
"pair_2999","spacer_189","spacer_198",7675057,7675125,68,0.58736546588292
"pair_1209","spacer_130","spacer_137",7673608,7673717,109,0.587220575465535
"pair_1351","spacer_137","spacer_158",7673717,7674205,488,0.587040920785991
"pair_1117","spacer_125","spacer_153",7673577,7673828,251,0.586952812007532
"pair_4345","spacer_268","spacer_300",7676169,7676593,424,0.586658899699788
"pair_1178","spacer_129","spacer_144",7673598,7673769,171,0.586625447836095
"pair_3606","spacer_212","spacer_268",7675178,7676169,991,0.586550692027563
"pair_3361","spacer_201","spacer_217",7675136,7675194,58,0.5864411923967
"pair_1706","spacer_155","spacer_201",7674185,7675136,951,0.586375085037656
"pair_1121","spacer_125","spacer_157",7673577,7674200,623,0.586282062610717
"pair_2745","spacer_180","spacer_207",7674926,7675153,227,0.586277272155081
"pair_4029","spacer_235","spacer_243",7676055,7676090,35,0.586196575599856
"pair_2290","spacer_167","spacer_196",7674236,7675103,867,0.586040699162511
"pair_1983","spacer_161","spacer_174",7674221,7674862,641,0.586009426839834
"pair_3500","spacer_207","spacer_242",7675153,7676089,936,0.585816944510475
"pair_3095","spacer_192","spacer_201",7675077,7675136,59,0.585770534610729
"pair_4497","spacer_280","spacer_288",7676227,7676266,39,0.585605100024295
"pair_3024","spacer_189","spacer_230",7675057,7676040,983,0.585594236036298
"pair_3670","spacer_215","spacer_259",7675184,7676141,957,0.585490238247081
"pair_4255","spacer_259","spacer_268",7676141,7676169,28,0.585437480840018
"pair_3353","spacer_200","spacer_254",7675131,7676124,993,0.585405242829491
"pair_4168","spacer_243","spacer_279",7676090,7676226,136,0.585221972477919
"pair_2252","spacer_166","spacer_207",7674238,7675153,915,0.585162386528962
"pair_2607","spacer_174","spacer_224",7674862,7675227,365,0.585130056873938
"pair_3232","spacer_196","spacer_217",7675103,7675194,91,0.584869625529097
"pair_1701","spacer_155","spacer_196",7674185,7675103,918,0.584803518170052
"pair_3186","spacer_195","spacer_201",7675095,7675136,41,0.584557984669545
"pair_4499","spacer_280","spacer_296",7676227,7676555,328,0.58448864780175
"pair_1385","spacer_140","spacer_164",7673745,7674234,489,0.584470872022677
"pair_2576","spacer_174","spacer_186",7674862,7674959,97,0.584366854628373
"pair_1358","spacer_137","spacer_165",7673717,7674237,520,0.584285259128896
"pair_3090","spacer_192","spacer_196",7675077,7675103,26,0.584198967743126
"pair_1513","spacer_147","spacer_151",7673788,7673811,23,0.583962800152211
"pair_2397","spacer_169","spacer_215",7674266,7675184,918,0.583895991699425
"pair_4329","spacer_268","spacer_275",7676169,7676193,24,0.58385346443999
"pair_1356","spacer_137","spacer_163",7673717,7674224,507,0.583658365881442
"pair_1610","spacer_151","spacer_168",7673811,7674262,451,0.583370533763067
"pair_3368","spacer_201","spacer_229",7675136,7676039,903,0.583214053439727
"pair_4002","spacer_231","spacer_261",7676037,7676143,106,0.583160022566662
"pair_3272","spacer_197","spacer_231",7675106,7676037,931,0.583073847452001
"pair_2998","spacer_189","spacer_197",7675057,7675106,49,0.58288411255626
"pair_2013","spacer_161","spacer_207",7674221,7675153,932,0.58278409636614
"pair_1175","spacer_129","spacer_140",7673598,7673745,147,0.582611860322709
"pair_3489","spacer_207","spacer_224",7675153,7675227,74,0.581904726400244
"pair_3688","spacer_216","spacer_243",7675188,7676090,902,0.581901127618031
"pair_2228","spacer_166","spacer_182",7674238,7674944,706,0.581777060663163
"pair_804","spacer_117","spacer_151",7673536,7673811,275,0.581756759957852
"pair_4495","spacer_280","spacer_286",7676227,7676264,37,0.581747623023375
"pair_3239","spacer_196","spacer_229",7675103,7676039,936,0.581642486572124
"pair_2923","spacer_186","spacer_207",7674959,7675153,194,0.581141524154679
"pair_1514","spacer_147","spacer_152",7673788,7673824,36,0.580203823077786
"pair_4150","spacer_242","spacer_299",7676089,7676580,491,0.580187283992019
"pair_315","spacer_73","spacer_106",7669709,7670664,955,0.580076086793914
"pair_306","spacer_73","spacer_95",7669709,7670634,925,0.580006321333777
"pair_4172","spacer_243","spacer_284",7676090,7676258,168,0.579902776930709
"pair_1355","spacer_137","spacer_162",7673717,7674217,500,0.579814008353176
"pair_956","spacer_121","spacer_144",7673559,7673769,210,0.579748582637346
"pair_1139","spacer_128","spacer_137",7673597,7673717,120,0.579706558681176
"pair_2139","spacer_164","spacer_189",7674234,7675057,823,0.579683737092263
"pair_4327","spacer_268","spacer_273",7676169,7676198,29,0.579653202714647
"pair_1627","spacer_152","spacer_168",7673824,7674262,438,0.579611556688642
"pair_3371","spacer_201","spacer_235",7675136,7676055,919,0.579475319126038
"pair_1989","spacer_161","spacer_182",7674221,7674944,723,0.57939877050034
"pair_2589","spacer_174","spacer_199",7674862,7675136,274,0.579270824734106
"pair_311","spacer_73","spacer_101",7669709,7670651,942,0.578971444119495
"pair_2594","spacer_174","spacer_204",7674862,7675149,287,0.578744656739723
"pair_2817","spacer_182","spacer_224",7674944,7675227,283,0.578519400534445
"pair_4147","spacer_242","spacer_292",7676089,7676527,438,0.578321242599911
"pair_2976","spacer_188","spacer_201",7674971,7675136,165,0.578288387964129
"pair_3527","spacer_208","spacer_243",7675154,7676090,936,0.578198662663124
"pair_304","spacer_73","spacer_93",7669709,7670632,923,0.578132693717439
"pair_945","spacer_120","spacer_171",7673563,7674290,727,0.578120182507241
"pair_1859","spacer_158","spacer_201",7674205,7675136,931,0.578086434152937
"pair_805","spacer_117","spacer_152",7673536,7673824,288,0.577997782883426
"pair_2501","spacer_172","spacer_189",7674863,7675057,194,0.577966363490759
"pair_4011","spacer_231","spacer_278",7676037,7676232,195,0.577964709269233
"pair_2473","spacer_171","spacer_200",7674290,7675131,841,0.577924900534277
"pair_3242","spacer_196","spacer_235",7675103,7676055,952,0.577903752258434
"pair_451","spacer_81","spacer_107",7669767,7670675,908,0.577509945986228
"pair_603","spacer_96","spacer_110",7670635,7670713,78,0.577422459915795
"pair_3663","spacer_215","spacer_236",7675184,7676059,875,0.577118100227189
"pair_4069","spacer_236","spacer_268",7676059,7676169,110,0.577065342820125
"pair_3736","spacer_219","spacer_243",7675202,7676090,888,0.577049421552566
"pair_3979","spacer_230","spacer_280",7676040,7676227,187,0.576755270844584
"pair_2971","spacer_188","spacer_196",7674971,7675103,132,0.576716821096526
"pair_1854","spacer_158","spacer_196",7674205,7675103,898,0.576514867285334
"pair_647","spacer_107","spacer_111",7670675,7670708,33,0.576035867809125
"pair_4160","spacer_243","spacer_270",7676090,7676173,83,0.575910825334752
"pair_1469","spacer_144","spacer_170",7673769,7674269,500,0.575840614729752
"pair_1066","spacer_124","spacer_137",7673576,7673717,141,0.575771216420029
"pair_953","spacer_121","spacer_140",7673559,7673745,186,0.57573499512396
"pair_1130","spacer_125","spacer_166",7673577,7674238,661,0.575660160652643
"pair_2199","spacer_165","spacer_201",7674237,7675136,899,0.575330772495842
"pair_2593","spacer_174","spacer_203",7674862,7675143,281,0.57528750279641
"pair_3360","spacer_201","spacer_216",7675136,7675188,52,0.575179871144213
"pair_2104","spacer_163","spacer_201",7674224,7675136,912,0.574703879248388
"pair_3503","spacer_207","spacer_256",7675153,7676127,974,0.574519571602973
"pair_2315","spacer_168","spacer_174",7674262,7674862,600,0.574412552308688
"pair_587","spacer_94","spacer_110",7670633,7670713,80,0.57436511680243
"pair_4313","spacer_261","spacer_280",7676143,7676227,84,0.574131322479207
"pair_1313","spacer_136","spacer_151",7673716,7673811,95,0.574086798386539
"pair_2194","spacer_165","spacer_196",7674237,7675103,866,0.573759205628239
"pair_3231","spacer_196","spacer_216",7675103,7675188,85,0.57360830427661
"pair_3506","spacer_207","spacer_260",7675153,7676142,989,0.573464470823674
"pair_3629","spacer_213","spacer_268",7675179,7676169,990,0.573438200308716
"pair_2599","spacer_174","spacer_210",7674862,7675156,294,0.573324502948265
"pair_1125","spacer_125","spacer_161",7673577,7674221,644,0.573281870489821
"pair_2099","spacer_163","spacer_196",7674224,7675103,879,0.573132312380784
"pair_1366","spacer_140","spacer_145",7673745,7673772,27,0.573050782541529
"pair_4537","spacer_287","spacer_299",7676265,7676580,315,0.572849304518742
"pair_923","spacer_120","spacer_149",7673563,7673783,220,0.572816950227958
"pair_2669","spacer_176","spacer_201",7674871,7675136,265,0.572813211261143
"pair_2799","spacer_182","spacer_199",7674944,7675136,192,0.572660168394612
"pair_1101","spacer_125","spacer_134",7673577,7673714,137,0.572177756689015
"pair_2804","spacer_182","spacer_204",7674944,7675149,205,0.572134000400229
"pair_1391","spacer_140","spacer_170",7673745,7674269,524,0.571827027216366
"pair_1492","spacer_146","spacer_151",7673779,7673811,32,0.571734190410006
"pair_2557","spacer_173","spacer_207",7674859,7675153,294,0.571723486237259
"pair_1611","spacer_151","spacer_169",7673811,7674266,455,0.571641337939443
"pair_1336","spacer_137","spacer_142",7673717,7673747,30,0.571253557744124
"pair_312","spacer_73","spacer_103",7669709,7670646,937,0.57124782078512
"pair_2664","spacer_176","spacer_196",7674871,7675103,232,0.57124164439354
"pair_2345","spacer_168","spacer_207",7674262,7675153,891,0.571187221834994
"pair_4542","spacer_288","spacer_297",7676266,7676556,290,0.571076439127914
"pair_4534","spacer_287","spacer_292",7676265,7676527,262,0.570983263126633
"pair_2057","spacer_162","spacer_201",7674217,7675136,919,0.570859521720122
"pair_1452","spacer_144","spacer_153",7673769,7673828,59,0.570834398138177
"pair_2598","spacer_174","spacer_209",7674862,7675155,293,0.57075836351204
"pair_98","spacer_39","spacer_45",7667300,7667344,44,0.570650272236706
"pair_3362","spacer_201","spacer_219",7675136,7675202,66,0.570328165078748
"pair_1314","spacer_136","spacer_152",7673716,7673824,108,0.570327821312113
"pair_826","spacer_118","spacer_120",7673537,7673563,26,0.570258128754175
"pair_1456","spacer_144","spacer_157",7673769,7674200,431,0.570163648741362
"pair_2307","spacer_167","spacer_215",7674236,7675184,948,0.570126839933633
"pair_3224","spacer_196","spacer_208",7675103,7675154,51,0.569905839321703
"pair_3475","spacer_206","spacer_243",7675150,7676090,940,0.56986405724109
"pair_3180","spacer_194","spacer_231",7675079,7676037,958,0.569799964954466
"pair_930","spacer_120","spacer_156",7673563,7674196,633,0.569671001838056
"pair_2995","spacer_189","spacer_194",7675057,7675079,22,0.569610230058725
"pair_4328","spacer_268","spacer_274",7676169,7676192,23,0.569587127617481
"pair_1756","spacer_156","spacer_200",7674196,7675131,935,0.569475719865093
"pair_2052","spacer_162","spacer_196",7674217,7675103,886,0.569287954852519
"pair_292","spacer_73","spacer_75",7669709,7669736,27,0.569285205671754
"pair_934","spacer_120","spacer_160",7673563,7674210,647,0.569088747143402
"pair_4026","spacer_231","spacer_301",7676037,7676591,554,0.569032626447982
"pair_2830","spacer_183","spacer_200",7674941,7675131,190,0.568953789604473
"pair_3718","spacer_217","spacer_268",7675194,7676169,975,0.568903008893155
"pair_1960","spacer_160","spacer_200",7674210,7675131,921,0.568893465170438
"pair_4228","spacer_256","spacer_299",7676127,7676580,453,0.568889911084517
"pair_1718","spacer_155","spacer_215",7674185,7675184,999,0.568889658941174
"pair_3233","spacer_196","spacer_219",7675103,7675202,99,0.568756598211144
"pair_508","spacer_84","spacer_110",7669783,7670713,930,0.568734240024086
"pair_3491","spacer_207","spacer_226",7675153,7676008,855,0.568726715652806
"pair_2803","spacer_182","spacer_203",7674944,7675143,199,0.568676846456916
